Text,Target
"যুক্তরাষ্ট্রের কলোরাডো’র পুষ্টিবিদ ম্যারি রিটজের মতে, “অন্যান্য ফলের তুলনায় কলাতে চিনি ও ক্যালরির পরিমাণ বেশি বলে খ্যাতি রয়েছে। তবে এতে পর্যাপ্ত আঁশ ও অ্যান্টিঅক্সিডেন্ট থাকায় তা ওজন কমাতে সহায়ক।” দুইবেলার খাবারের মাঝে হালকা নাস্তা হিসেবে কলা খাওয়া উপকারী বলে মনে করেন তিনি।",0
"কাজু বাদামকে অ্যান্টিঅক্সিডেন্টের পাওয়ার হাউস হিসেবে বিবেচনা করা হয়। আর অ্যান্টিঅক্সিডেন্ট হৃদরোগ, চোখের বিভিন্ন রোগ ও স্মৃতিশক্তিজনিত যে কোনো সমস্যা প্রতিরোধে সহায়তা করে। এ ছাড়া অ্যান্টিঅক্সিডেন্টের ফলে ত্বকের সৌন্দর্য বজায় থাকে এবং চোখের দৃষ্টিশক্তি বাড়ে।",0
"অন্যান্য বাদামে বেশি পরিমাণে ক্যালোরি এবং ফ্যাট থাকে বলে সেগুলো ওজন বৃদ্ধিতে সহায়তা করে। তবে গবেষণায় দেখা গেছে যে, কাজু বাদামে যে পরিমাণ ক্যালোরি থাকে, তার ৮৪ শতাংশই হজম করতে এবং শুষে নিতে পারে মানব দেহ। এ ছাড়া এটি প্রোটিন ও ফাইবার সমৃদ্ধ হওয়ায় ক্ষুধা কমাতে এবং পেটভরা রাখতে সহায়তা করে বলে ওজন কমার সম্ভাবনা থাকে অনেক।",0
"স্ট্রোক ও হৃদরোগের ঝুঁকি কমাতে উপকারী হিসেবে কাজ করে কাজু বাদাম। এ ছাড়া একটি গবেষণায় দেখা গেছে যে, কাজু বাদাম নিয়মিত খেলে রক্তচাপ ও ট্রাইগ্লিসারাইডের মাত্রা কমিয়ে হার্টের স্বাস্থ্য উন্নত করতে সহায়তা করে।",0
ডায়াবেটিস রোগের জন্যও উপকারী হিসেবে কাজ করে কাজু বাদাম। এতে থাকা ফাইবার রক্তের শর্করার স্পাইক প্রতিরোধে সহায়তা করে এবং এতে শর্করার পরিমাণও অনেক কম থাকে। আর এ কারণে এটি রক্তে শর্করার মাত্রা কমিয়ে ডায়াবেটিস প্রতিরোধে সহায়ক হিসেবে কাজ করে।,0
কাজু বাদামে ম্যাগনেসিয়াম এবং ম্যাঙ্গানিজ থাকার কারণে এটি হাড়ের জন্য অনেক উপকারী হিসেবে কাজ করে। এ ছাড়া মানব দেহের জন্য প্রয়োজনীয় কপারের অভাব পূরণ করে এটি। আর কপারের অভাবে বিভিন্ন হাড়ের সমস্যা হওয়ার ঝুঁকি বাড়ে। তাই কাজু বাদাম হাড়ের জন্য উপকারী হিসেবে কাজ করে।,0
"প্রাকৃতিকভাবে কাঠবাদাম এন্টি অক্সিডেন্টের খুব ভাল এক উৎস যেখানে প্রচুর পরিমান এন্টি অক্সিডেন্ট থাকে। আর এই এন্টি অক্সিডেন্ট দেহকে অক্সিডেটিভ স্ট্রেস থেকে রক্ষা করে। এই অক্সিডেটিভ স্ট্রেস ক্যানসারসহ অনেক জটিল রোগের কারণ হয়। কাঠবাদামের বাদামি রঙের আবরণে এন্টি অক্সিডেন্ট এর পরিমান বেশি থাকে। কাজেই, এটি খাওয়ার সময় লক্ষ রাখতে হবে যাতে এর আবরণ ফেলে দেওয়া না হয়।",0
"৬০ জন ধুমপায়ি পুরষ মানুষের উপর পরিচালিত একটি ক্লিনিক্যাল ট্রায়ালের অংশ হিসাবে জনপ্রতি দৈনিক ৩ আউন্স বা ৮৪ গ্রাম কাঠবাদাম চার সপ্তাহ ধরে খাওয়ানো হয়। এরপর, তাদের অক্সিডেটিভ স্ট্রেস ২৩-৩৪% কমে যায়।",0
কাঠবাদাম ভিটামিন-ই এর সবচেয়ে ভাল উৎস যা বিশ্বব্যাপী স্বীকৃত। শুধু ১ আউন্স পরিমান এই বাদাম খেলে আপনার দৈনিক ভিটামিন-ই চাহিদার প্রায় ৩৭% পূরণ হয়ে যাবে।,0
"যারা অতিরিক্ত ওজন নিয়ে সমস্যায় ভুগছেন তাদের খাদ্য তালিকায় জায়গা করে নিতে এ ফলটি। তরমুজ ওজন কমাতে সহায়তা করে তেমনি আপনার শরীরের কার্যক্ষমতা, রোগ প্রতিরোধ ক্ষমতা বাড়াতেও বেশ সহায়ক। অতিরিক্ত চর্বি কমাতেও তরমুজ খুব দ্রুত মেজ কমাতে সহায়তা করে।",0
"প্রচুর পরিমাণে ভিটামিন যেমন আছে এ ফলে তেমনি আছে মিনারেল, অ্যামাইনো অ্যাসিড, অ্যান্টিঅক্সিজেনের মতো নানা উপাদান। এ ছাড়া তরমুজ শরীরে পানির অপূর্ণতা পূরণেও বেশ সহায়ক। তাই গরমে ঘামের পরিমাণ বেড়ে গেলে আর পানির সংকট হলে আপনাকে সুস্থ রাখতে সহায়তা করতে পারে তরমুজ",0
"অন্যদিকে শরীরের অন্য উপকারী দিকের মতোই তরমুজ ত্বকের জন্য বেশ উপাকারী। তরমুজে আছে বিটা ক্যারোটিন, ম্যাগানিজ যা আপনার ত্বক মসৃণ করে সঙ্গে ব্রণের সমস্যা দূর করতেও বেশ সহকারী।",0
এতে থাকা প্রচুর পরিমাণে ভিটামিন সি আমাদের শরীরের রোগ প্রতিরোধ ক্ষমতা বাড়াতেও সহায়তা করে। সর্দি কাশি কিংবা ঠাণ্ডা জ্বরের মতো সমস্যায় তরমুজ ওষুধের মতো কাজ করে থাকে।,0
যাদের চোখের সমস্যা আছে তারা তাদের খাবারের তালিকাতে যুক্ত করতে পারেন এ মৌসুমি ফলটি। তরমুজ খাওয়ার ক্ষেত্রেও অনেকেই শুধু এর লাল অংশটুকু খেয়ে থাকেন।,0
"ত্বকে মেছতা হলে সেটা থেকে রক্ষা পেতে নিয়মিত তরমুজ খাওয়ার অভ্যাস করুন। বিশেষজ্ঞরা বলেন, তরমুজে রয়েছে প্রচুর পরিমানে ভিটামিন এ যা শরীরের ত্বকের জন্য খুবই উপকারী। আর তাই গরমে রেগ্যুলার তরমুজ খাওয়া হলে আপনার ত্বক হবে আরো উজ্জ্বল ও হারানো লাবণ্য ফিরে আসার সম্ভাবনা অনেক।",0
তরমুজ ত্বকের রোদে-পোড়া ও কালচে দাগ দূর করতে সাহায্য করে,0
সেনসিটিভ স্কিনের এক্সফলিয়েশন-এর জন্যও তরমুজ ব্যবহৃত হয় কিন্তু! এর পিউরিতে নরম ফাইবার থাকে যা ডেড স্কিন দূর করে স্কিন পরিষ্কার করে এবং কালচে ভাব কমিয়ে ত্বকের উজ্জ্বলতা বাড়ায়,0
"বিজ্ঞানীদের জরিপ অনুযায়ী, তরমুজে রয়েছে একটি বিশেষ উপাদান যা হার্টের কার্যক্ষমতা বাড়িয়ে তোলে। এছাড়াও, তরমুজে ভিটামিন এ-এর পাশাপাশি ভিটামিন সি, পটাশিয়াম ও কেরোটিন আমাদের দেহের কোলেস্টেরল কমিয়ে তুলতে সাহায্য করে, যার কারণে আমাদের হৃদপিন্ড সবসময় যে কোন রকমের বিপদ-আপদ থেকে সুরক্ষিত থাকে।",0
তরমুজে আছে অধিক পরিমাণে ভিটামিন এ এবং বিটা ক্যারোটিন যা আমাদের চোখের রেটিনার সুরক্ষিত রাখতে অধিক কার্যকর এবং এই উপাদানগুলো চোখের ছানি পড়তে বাধা সৃষ্টি করে। তরমুজের ভিটামিন এ আমাদের চোখের জ্যোতি বাড়ায়।,0
তরমুজে আছে অধিক পরিমাণে পানীয় উপাদান যেগুলো কিডনির উপর চাপ কমিয়ে প্রস্রাবের জ্বালাপোড়া কমায়। তরমুজ কিডনি ও লিভার সুস্থ রাখতে অনেক উপকারী। যারা পানি কম খান তাদের কিডনিতে পাথর হওয়ার প্রবণতা থাকে। আবার যাদের পাথর হয়ে যায় তারা এর ব্যথায় অনেক কষ্ট পান। তারা যদি খাদ্য তালিকায় তরমুজ রাখেন তাহলে ব্যথা থেকে কিছুটা উপকার পাবেন। তবে শুধু তরমুজ না খেয়ে অবশ্যই ডাক্তারের পরামর্শ নিতে হবে।,0
তরমুজে আছে লাইকোপিন নামে এক ধরনের লাল উপাদান যাতে আছে অধিক পরিমাণে ক্যালসিয়াম। আর আমরা সবাই জানি ক্যালসিয়াম হাড়কে মজবুত ও সুস্থ রাখে। মানুষের বয়স বাড়ার সঙ্গে সঙ্গে হাড় দিন দিন দুর্বল হতে থাকে আর তাই তরমুজ নিয়মিত খেলে তা হাড়ের গঠন সুস্থ ও মজবুত করতে খুবই সহায়ক।,0
তরমুজে থাকা প্রচুর ক্যালসিয়াম ও পটাসিয়াম আমাদের দেহের ব্লাড প্রেশার নরমাল রাখে। তাই খাদ্যতালিকায় তাদের নিয়মিত তরমুজ রাখা উচিত যারা রক্তচাপের সমস্যায় ভোগেন।,0
অনেক মানুষ বাত বা মাংসপেশির ব্যথায় ভোগেন অথবা ব্যায়ামের পর শরীরের ব্যথায় কষ্ট পান। এর থেকে বাঁচতে চাইলে প্রতিবার ব্যায়ামের পর অথবা ব্যায়াম করার কমপক্ষে আধা ঘন্টা বা এক ঘন্টা আগে তরমুজ খেলে এই ব্যথা থেকে অনেকাংশে মুক্তি পাওয়া সম্ভব।,0
"যাদের অনেক শ্বাস কষ্ট বা হাঁপানির সমস্যা আছে তারা খাদ্যতালিকায় নিয়মিত তরমুজ রেখে হাঁপানি প্রতিকার করতে পারেন। এছাড়া সাধারণ মানুষ, যাদের প্রচুর ঠাণ্ডা লাগার সমস্যা রয়েছে তারা যদি নিয়মিত তরমুজ খান তাহলে অ্যালার্জি প্রতিরোধ করা সম্ভব। কারণ তরমুজে আছে প্রচুর ভিটামিন সি যা অ্যালার্জি বা হাঁপানি সারিয়ে তুলতে অনেক কার্যকর।",0
বাতের ব্যথা চিকিৎসায় মিষ্টি কুমড়ার বীজ গুরুত্বপূর্ণ ভূমিকা পালন করে। মিষ্টি কুমড়ার বীজ হাড়ের সন্ধিস্থলে ভেঙে যাওয়া চর্বিসমূহের পরিমাণ বাড়তে দেয় না। ভেঙে যাওয়া চর্বিসমূহ হাড়ের সন্ধিস্থলে জমা হয়ে ব্যথার সৃষ্টি হয়। এভাবে চর্বি জমতে বাধাদানের মাধ্যমে মিষ্টি কুমড়ার বীজ বাতের ব্যথা কমিয়ে থাকে। অপরদিকে প্রাকৃতিক বস্তু হওয়ায় এর কোন পার্শ্বপ্রতিক্রিয়া নেই।,0
"৫০ বছরের বেশি বয়স্ক মানুষের শতকরা ৩০ ভাগ মানুষের কোমরের হাড়ের স্নুক্ষ ফাটল ও ৮ শতাংশ মানুষের হাড়ক্ষয় রোগ রয়েছে। হাড়ক্ষয় রোগের প্রধান কারণ হলো শরীরে জিংকের অভাব। আর এই জিংকসমৃদ্ধ প্রাকৃতিক খাদ্যের উৎস হলো মিষ্টি কুমড়ার বীজ। সুতরাং খুব সহজলভ্য ও সাশ্রয়ী মিষ্টি কুমড়ার বীজ খাদ্যতালিকায় রেখে সহজেই কোমর, মেরুদণ্ডের হাড়সহ দেহের অন্যান্য হাড়ের ক্ষয় রোধ করতে সক্ষম হবো।",0
"ফাইটোস্টেরল এক বিশেষ রাসায়নিক উপাদান যা উদ্ভিদে পাওয়া যায়। আমরা যদি দৈনিক খাদ্যতালিকায় পর্যাপ্ত ফাইটোস্টেরল গ্রহণ করি। তাহলে আমাদের দেহের রক্তের কোলেস্টেরল কমায়, রোগ প্রতিরোধ ক্ষমতা বৃদ্ধিসহ ক্যান্সার প্রতিরোধ করে। এ ফাইটোস্টেরলের এক বিশেষ উৎস হলো মিষ্টি কুমড়ার বীজ। মিষ্টি কুমড়ার বীজে ফাইটোস্টেলের পরিমাণ বাদামে উপস্থিত ফাইটোস্টেলের চেয়ে দ্বিগুণেরও বেশি। যার পরিমাণ ২৬৫ মিলিগ্রাম বা ১০০ গ্রাম।",0
"জিংক আমাদের দেহের কোষ আবরণীর গঠন ও কার্যাবলী নিয়ন্ত্রণ করে। জিংকের অভাবে প্রজনন ক্ষমতা হ্রাস, রোগা ও দুর্বল শিশুর জন্ম দেয়। এছাড়া আমাদের প্রায় ২০০টি এনজাইমের কার্যাবলী নিয়ন্ত্রণে গুরুত্বপূর্ণ ভূমিকা রাখে জিংক। মিষ্টি কুমড়ার বীজে রয়েছে প্রচুর জিংক। প্রতিদিন অল্প মিষ্টি কুমড়ার বীজ খাওয়ার মাধ্যমে প্রজনন ক্ষমতা বৃদ্ধি, সবল শিশু জন্মসহ বিভিন্ন রোগ নিবারণ করতে পারি।",0
"আয়রন বা লৌহ আমাদের দেহের লোহিত রক্ত কণিকা তৈরি ও মাংসপেশী গঠনে ভূমিকা রাখে। আয়রন আমাদের দেহে অক্সিজেন সরবরাহ করে শরীরকে সতেজ ও প্রয়োজনীয় শক্তি উৎপাদনে সহায়তা করে থাকে। আয়রনের অভাবে রক্তশূন্যতা বা এনিমিয়া রোগ হয়। একজন পুরুষের চেয়ে নারীর দেহে আয়রনের চাহিদা বেশি। মিষ্টি কুমড়ার বীজে প্রচুর আয়রন আছে। প্রতিদিন ৩৫ গ্রাম মিষ্টি কুমড়ার বীজ খেলে দৈনিক চাহিদার প্রায় ৩০% পূরণ হবে। শিশুর বৃদ্ধি, দুগ্ধদানকারী মা, খেলোয়াড়দের প্রতিদিন খাদ্যতালিকায় মিষ্টি কুমড়ার বীজ রাখা উচিত।",0
"ম্যাঙ্গানিজ শরীরের জন্য অতি প্রয়োজনীয় একটি রাসায়নিক উপাদান। ম্যাঙ্গানিজের অভারে মস্তিষ্ক ও স্নায়ুকোষ স্বাভাবিক কার্যক্ষমতা হারায়। ফলে সৃষ্টি হয় আলজেইমার্স, সিজোফ্রেনিয়া ও মৃগীরোগ। এছাড়াও ডায়াবেটিস, হৃদরোগ ও বাতের ব্যথা সৃষ্টি হয়। যেহেতু মিষ্টি কুমড়ার বীজে প্রচুর ম্যাঙ্গানিজ থাকে; সেহেতু প্রতিদিন কিছু কুমড়ার বীজ খাওয়ার মাধ্যমে এসব রোগ থেকে উপশম পাওয়া যাবে।",0
"ম্যাগনেসিয়াম একটি খনিজ পদার্থ। যা শরীরের বিপাকক্রিয়া নিয়ন্ত্রণ, প্রোটিন ও নিউক্লিক এসিড উৎপাদনে অপরিহার্য। এছাড়া শরীরের হরমোনসমূহের কার্যাবলী নিয়ন্ত্রণ, হৃৎপিণ্ড সচল, ডায়াবেটিস নিয়ন্ত্রণ, দৈহিক বৃদ্ধি, হাড় মজবুত, স্নায়ুতন্ত্রের খবরাখবর আদান-প্রদানসহ অসংখ্য জৈবিক কার্যাবলী নিয়ন্ত্রণ করে। তাই ম্যাগনেসিয়ামের খুব সাশ্রয়ী ও সহজলভ্য উপাদান হলো মিষ্টি কুমড়ার বীজ। প্রতিদিন ৩৫ গ্রাম বীজ দেহের চাহিদার অর্ধেক পূরণ করতে পারে।",0
"বিনাইন প্রোস্টেটিক হাইপা ট্রোফি বা বিপিএইচ, যা সহজ বাংলায় প্রোস্ট্রেট গ্রন্থির টিউমার নামে পরিচিত। এ রোগের ফলে প্রোস্ট্রেট গ্রন্থি বড় হয়ে যায়। টেস্টোস্টেরন হরমোন ও এর থেকে ডাইহাইড্রো টেস্টোস্টেরন হরমোন প্রোস্ট্রেট গ্রন্থির কোষসমূহকে অতি উদ্দীপিত করে। ফলে দ্রুত নতুন নতুন কোষ সৃষ্টির মাধ্যমে প্রোস্ট্রেট গ্রন্থি বৃদ্ধি পেয়ে প্রোস্ট্রেট গ্রন্থির টিউমার সৃষ্টি হয়। মিষ্টি কুমড়ার বীজ থেকে উৎপন্ন তেল প্রোস্ট্রেট গ্রন্থির টিউমার নিয়ন্ত্রণে সক্ষম। কারণ মিষ্টি কুমড়ার বীজে ওমেগা-৩ ফ্যাটি অ্যাসিড, জিংক ও ক্যারোটিনয়েড রয়েছে। যা প্রোস্ট্রেট গ্রন্থির টিউমার নিয়ন্ত্রণ করে।",0
চুলের যত্নে নিম পাতার উপকারিতা বহুবিধ। চুলের বৃদ্ধি থেকে খূশকি দূরীকরণ সবই নিমের পাতার মাধ্যমে সম্ভব। নিমের মধ্যে রয়েছে অ্যাজাডিরাকটিন। এটি এমন একটি সক্রিয় যৌগ যা চুল এবং ত্বকের ক্ষতিসাধনকারী পরজীবী (যেমন: উকুনের) লড়াই করে। Azadirachtin নামক পরজীবীর বৃদ্ধি ব্যাহত করে চুলকে রক্ষা করে।,0
"নিমের পাতা পেপটিক আলসারের চিকিৎসায় দেখায় খুবই অবিশ্বাস্য ভূমিকা পালন করে। ২০০৯ সালের একটি ফাইটোথেরাপি গবেষণা অনুসারে এটি বলা হয়। পেপটিক আলসার, যা পাকস্থলীর আলসার নামেও পরিচিত, খুব বেশি পাকস্থলীর অ্যাসিড তৈরির কারণে পেটে ব্যথা এবং অন্যান্য উপসর্গ হতে পারে। গবেষণায় পরামর্শ দেওয়া হয়েছে যে, নিম পাতার নির্যাস এই অ্যাসিডের নিঃসরণকে আংশিকভাবে প্রতিহত করে। ফলে যা ক্যান্সারের উপসর্গ কমাতে সাহায্য করে।",0
"নিমের পাতা ফ্যাটি অ্যাসিড সমৃদ্ধ, যার মধ্যে রয়েছে ওলিক, স্টিয়ারিক, পামিটিক এবং লিনোলিক অ্যাসিড। ফলে নিম পাতার প্রদাহ বিরোধী, অ্যান্টিঅক্সিডেন্ট এবং অ্যান্টিমাইক্রোবিয়াল বৈশিষ্ট্য রয়েছে যা ত্বকের যত্নে ব্যাপক ভূমিকা রাখে।নিম পাতায় অ্যান্টি-ইনফ্ল্যামেটরি এবং অ্যান্টিব্যাকটেরিয়াল বৈশিষ্ট্যের কারণে ব্রণ এবং অন্যান্য ত্বকের রোগ দূর করতেও সাহায্য করতে পারে।",0
"রোগ প্রতিরোধ ক্ষমতা বৃদ্ধিতে নিমের পাতার উপকারিতা বহুবিধ। আপনি যদি প্রতিদিন মুষ্টিমেয় পরিষ্কার নিম পাতা চিবিয়ে খান,তবে আপনি নিজেকে প্রায় শত শত রোগ থেকে রক্ষা করতে পারবেন।নানা ভাইরাল ও ব্যাকটেরিয়াল সংক্রমণের বিরুদ্ধে লড়াই করার সক্ষমতা অর্জন করবেন।",0
নিমের পাতায় মুখের লালার ক্ষারীয় স্তর বজায় রাখতে সাহায্য করে।মুখের জীবাণুর সাথে লড়াই করে এবং তাজা শ্বাস নিতে ব্যাপক ভূমিকা রাখে।,0
"রক্তে শর্করার পরিমাণ কমাতে নিম পাতার ভূমিকা উল্লেখ না করলেই নয়। আপনি যদি ডায়াবেটিস রোগী হয়ে থাকেন,নিম পাতা আপনার ডায়বেটিস নিয়ন্ত্রণে মহা ঔষধ হিসেবে কাজ করবে।",0
"দাতের যত্নে নিম পাতা খুবই কার্যকর ভূমিকা পালন করে।বেশ কিছু গবেষণায় দেখা গেছে যে, নিম পাতা দাঁতে প্লাক তৈরির বিরুদ্ধে লড়াই করতে এবং জিনজিভাইটিস নামক এক ধরনের মাড়ির রোগ প্রতিরোধ করতে সাহায্য করে।",0
"নিম পাতার নানা উপকারিতার মধ্যে অনন্য আরেকটি হল এটি চোখের যত্নেও বেশ ভালো ভূমিকা রাখে। আপনি যদি চোখে কোনো অস্বস্তি, জ্বালা, ক্লান্তি বা লালচে ভাব অনুভব করেন,তবে নিম পাতাকে আপনি প্রাথমিক চিকিৎসার জন্য ব্যবহার করতে পারেন।",0
নিম পাতা ফাঙ্গাস ও ব্যাকটেরিয়া বিরোধী। তাই ত্বকের সুরক্ষায় এর জুড়ি নেই। ব্রণের সংক্রমণ হলেই নিম পাতা থেঁতো করে লাগালে ভালো ফল নিশ্চিত!,0
"মাথার ত্বকে অনেকেরই চুলকানি ভাব হয়। নিম পাতার রস মাথায় নিয়মিত লাগালে এই চুলকানি কমে, চুল শক্ত হয়, চুলের শুষ্কতা কমে যায় এবং নতুন চুল গজায়।",0
চুলের নয় ত্বকের চুলকানিতেও নিম পাতা বেটে লাগালে উপকার পাওয়া যায়।,0
নিয়মিত নিম পাতার সাথে কাঁচা হলুদ পেস্ট করে লাগালে ত্বকের উজ্জলতা বৃদ্ধি ও স্কিনটোন ঠিক হয়। তবে হলুদ ব্যবহার করলে রোদ এড়িয়ে চলাই ভালো। নিম পাতার চেয়ে হলুদের পরিমাণ কিন্তু কম হবে!,0
নিমের পাতা খেলে আমাদের শরীরের আজেবাজে জিনিস ভালো হয়ে যায় মানে শরীরের পরিপাক তন্ত্রের গতি বাড়ে সেই সাথে বিষাক্ত পদার্থ দূর করে দেয় এবং রক্তের শুদ্ধতা বাড়ায়। ফলাফল হিসেবে শরীরের কোষ্ঠকাঠিন্য দূর হয়ে আপনার ত্বক পরিষ্কার থাকবে। এ জন্য নিমের পাতা ৩/৪ টি প্রতিদিন চিবিয়ে খেতে হবে। উফফ!! মুখটি কি এখনি তেতো হয়ে গেলো?? আরে সহজ সমাধান দেই! নিমপাতা বেটে ছোট ছোট বড়ি তৈরি করে রোদে শুকাতে দিন। ভালো ভাবে শুকিয়ে গেলে কাঁচের বয়ামে সংরক্ষণ করুন। প্রতিদিন সকালে ২/৩ টি বড়ি পানি দিয়ে পেটে চালান করে দিন!,0
নিম পাতা সেদ্ধ পানি গোসলের পানির সাথে মিশিয়ে নিন। যাদের স্কিন ইরিটেশন এবং চুলকানি আছে তাদের এতে আরাম হবে আর গায়ে দুর্গন্ধের ব্যাপারটাও কমে যাবে আশা করা যায়।,0
নিম পাতা সেদ্ধ পানি বোতলে ভরে ফ্রিজে রেখে দিতে পারেন। কোন ফেইস প্যাক পেস্ট করার সময় পানির বদলে এই নিম পানি ব্যবহার করতে পারেন।,0
নিমের ডাল যে দাঁতের জন্য উপকারী সে কথা আর বলার অপেক্ষা রাখে না। মুখের দুর্গন্ধ ও দাঁতের জীবাণু রোধে এটি বেশ কার্যকরী।,0
কাটা ছেড়া বা পোড়া স্থানে নিম পাতার রস ভেষজ ওষুধের মতো কাজ করে।,0
নিম পাতা রোদে শুকিয়ে গুঁড়ো করে রেখে দিতে পারেন। পরবর্তীতে ফেইস মাস্ক হিসেবে ব্যবহার করার জন্য।,0
"কাঁচা হলুদের মধ্যে গ্যাস্ট্রো-প্রটেক্টিভ কিছু গুণ থাকে যা খাবার পরিপাকে সাহায্য করে। ফলে হজমের গোলমাল, গ্যাসের সমস্যার ক্ষেত্রে কাঁচা হলুদ খুবই উপকার দেয়।",1
"হলুদে থাকা কারকিউমিনের অ্যান্টি-ইনফ্লেমেটরি ও অ্যান্টি-অক্সিড্যান্ট উপাদান থাকায় তা বিভিন্ন ব্যাকটেরিয়ার আক্রমণ থেকে খাদ্যনালীকে বাঁচায়। আমরা রোজ যে খাবার খাই, তার মধ্যে অনেকসময়ই নানা জীবাণু থেকে যেতে পারে। খাবারে কাঁচা হলুদ বা হলুদ গুঁড়ো ব্যবহার করলে তা খাদ্যনালীকে ক্ষতিকারক জীবাণুর সংক্রমণ থেকে বাঁচায় ও খাদ্যনালীর প্রদাহের সম্ভাবনা কমায়।",1
"বহু প্রাচীনকাল থেকেই কাঁচা হলুদকে হাড়ের নানারকম রোগের ক্ষেত্রে ব্যবহার করা হয়। হাত বা পা মচকে গেলে চুন-হলুদ লাগানোর কথা তো আমরা সবাইই জানি। এছাড়া কাঁচা হলুদ বেটে ভাঙ্গা হাড়ের জায়গায় লাগালে তা উপকার দেয়। দুধে কাঁচা হলুদ দিয়ে খেলেও তা এক্ষেত্রে উপকার দেয়। হলুদের অ্যান্টি-ইনফ্লেমেটরি গুণ ব্যথা, প্রদাহকে কমায় এবং হাড়ের টিস্যুগুলিকে রক্ষা করে ও ভাঙ্গা হাড় জোড়া লাগতে সাহায্য করে।",1
"কাঁচা হলুদে থাকা কারকিউমিন হাড়ের ক্ষয় ও হাড়ের গঠনের মধ্যে সামঞ্জস্য বজায় রাখে ও হাড়কে সুস্থ ও মজবুত রাখে। মেনোপজের সময় মহিলাদের যে হাড়ের ক্ষয় হয়, তা থেকেও কাঁচা হলুদ আমাদের বাঁচায়।",1
"ট্রমাটিক ডিসঅর্ডারের ক্ষেত্রে যেসমস্ত খারাপ, ভীতিজনক স্মৃতি থাকে, হলুদে থাকা কারকিউমিন তা কমাতে সাহায্য করে। এছাড়া কাঁচা হলুদের অ্যান্টি-ইনফ্লেমেটরি গুণ স্ট্রেস বা চাপ, উদ্বেগ থেকে আমাদের মুক্তি দেয়।",1
হলুদ ও হলুদে থাকা কারকিউমিন অ্যান্টি-ডায়াবেটিক এজেন্ট হিসেবে কাজ করে ও রক্তে শর্করার মাত্রা কমাতে সাহায্য করে। এছাড়া কাঁচা হলুদ ইনসুলিন হরমোনের ক্রিয়াকে নিয়ন্ত্রণ করে রক্তে শর্করার মাত্রা নিয়ন্ত্রণে রাখে ও অগ্ন্যাশয়কে সুস্থ রাখে।,1
"কাঁচা হলুদ বহু প্রাচীনকাল থেকেই ত্বকের ঔজ্জ্বল্য রক্ষা করতে ও ত্বকের বয়স কমায়। তাই বিভিন্ন ক্রিমের প্রয়োজনীয় উপাদান হিসেবে হলুদ ব্যবহার করা হয়। ত্বকের বিভিন্ন দাগ, রিঙ্কল ও সান ট্যান থেকে ত্বককে রক্ষা করার জন্য কাঁচা হলুদের পেস্ট ঘরেই তৈরি করে মুখে লাগানো যেতে পারে। হলুদে থাকা কারকিউমিনের অ্যান্টি-অক্সিড্যান্ট গুণ ত্বককে বয়সের ছাপ থেকে বাঁচায়।",1
কাঁচা হলুদে থাকা কারকিউমিন ক্যান্সার দূর করতে সহায়তা করে। কারকিউমিন ক্যান্সার কোষের বৃদ্ধি বন্ধ করে তাদের মৃত্যু ঘটায়। ফলে ক্যান্সারের সম্ভাবনা হ্রাস পায়। বিভিন্ন স্টাডি থেকে জানা গেছে প্রায় ৫৬ রকম ক্যান্সারের সম্ভাবনা কাঁচা হলুদ রোজ নিয়মিত খেলে কমে।,1
"হলুদে থাকা কারকিউমিন নানাভাবে আরথ্রাইটিসের হাত থেকে আমাদের বাঁচায়। কাঁচা হলুদ অ্যান্টি-ইনফ্লেমেটরি এজেন্ট হিসেবে কাজ করে ও তা হাড়ের কোষকে রক্ষা করে। ফলে যারা রিউম্যাটয়েড আরথ্রাইটিসে ভোগেন, দেখা গেছে সাধারণ ফিজিওথেরাপির থেকে তাঁরা যদি নিয়ম করে কাঁচা হলুদ খান, তাহলে তা ব্যথা কমায় ও হাড়ের জয়েন্টের মুভমেন্টে অনেক সাহায্য করে।",1
"কাঁচা হলুদের অ্যান্টি-অক্সিড্যান্ট গুণ আমাদের বিষণ্ণ মনমরা ভাব, বদমেজাজ, ডিপ্রেশন কাটিয়ে মনকে চনমনে করে তুলতে সাহায্য করে।",1
"নিয়ম করে কাঁচা হলুদ খাওয়া আমাদের স্ট্রোকের সম্ভাবনাকে এক ধাক্কায় অনেকটা কমিয়ে দিতে পারে। এছাড়া কাঁচা হলুদের অ্যান্টি-অক্সিড্যান্ট ও অ্যান্টি-ইনফ্লেমেটরি গুণ স্ট্রোকের পরবর্তী চিকিৎসাতেও অনেক উপকার দেয়। কাঁচা হলুদ হার্টকেও বিভিন্ন ক্ষতির হাত থেকে রক্ষা করে। এছাড়া অপারেশনের পরে যে হার্ট অ্যাটাকের সম্ভাবনা থাকে, তাকেও কাঁচা হলুদ কমাতে সাহায্য করে।",1
